http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=Tomkap&hgS_otherUserSessionName=ZLD,,,,,,,,,,,,,,,,,,,
PID,Chr,From,To,Peak,Height,Label,Link,Genes,Dists,TSS_gene,TSS_dist,St3_Height,St4_Height,St5_Height,Slope,Dynamics,Max_3_to_1_contamination,Max_1_to_3_contamination,DNaseI_st5
11537,chr2R,18402190,18402470,18402350,52.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:18397190-18407470,"px,CG4610,CG4554,","0,-20550,-22812,", CG4610 ,22632,26.7,45.6,95.5,1.84, // ,0.2792,3.5815,210.6573
11538,chr2R,19907920,19908200,19908080,55,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:19902920-19913200,"CG3907,CG3121,CG11388,","0,-662,1815,", CG3907 ,1581,89.7,52.5,30.9,-1.53, \\ ,2.9023,0.3446,14.4239
11539,chrX,10700080,10700360,10700220,51.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10695080-10705360,"Imp,sesB,Ant2,","0,-19242,-19307,", Imp ,665,41.5,50.9,66.4,0.68, // ,0.6253,1.5993,27.2125
11540,chr3L,4166500,4166780,4166630,56.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4161500-4171780,"mas,Ero1L,nab,","0,3635,-5721,", mas ,831,20,74.2,91,2.18, // ,0.2199,4.5466,34.3398
11541,chr3L,21982690,21982970,21982830,51.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:21977690-21987970,"Act79B,CG7470,CS-2,","-2540,-6937,-19886,", Act79B ,4500,45.9,73.1,46.9,0.03, /\ ,0.9793,1.0211,9.5264
11542,chr3R,20762880,20763160,20762980,51.9,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:20757880-20768160,"Osbp,ssh,CG11771,","0,1444,-2343,", Osbp ,979,103.7,39.2,16,-2.69, \\ ,6.4761,0.1544,16.1718
11543,chr2L,12082720,12083000,12082860,60,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:12077720-12088000,"prd,CG14947,CG5325,","136,-5225,10910,", prd ,2518,61.5,46.6,74.9,0.28, \/ ,0.8206,1.2186,66.9144
11544,chr3R,464770,465050,464860,55.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:459770-470050,"CG9775,MED31,CG18271,","0,2835,4361,", CG9775 ,1897,46.7,76.8,46.9,0.01, /\ ,0.9951,1.0049,23.6833
11545,chr3R,16920170,16920450,16920340,54.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16915170-16925450,"RhoGAP93B,CG7044,CG5745,","0,3551,7595,", RhoGAP93B ,3187,15.6,57.8,97.8,2.64, // ,0.1591,6.2868,73.2832
11546,chr2L,7421380,7421660,7421520,54.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:7416380-7426660,"chm,CG5261,CG5958,","0,5345,9008,", CG5261 ,5345,102.3,39.7,22.3,-2.19, \- ,4.5831,0.2182,13.7274
11547,chr3R,7590030,7590310,7590170,53.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:7585030-7595310,"Lk6,l(3)neo38,CG6923,","0,4164,-14984,", Lk6 ,9,48.2,54.1,67.5,0.49, -/ ,0.7135,1.4016,151.8412
11548,chr2L,21720210,21720490,21720340,54.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:21715210-21725490,"CG31619,step,CG1416,","0,20910,37661,", step ,26516,74.8,58.8,34.9,-1.1, \\ ,2.1446,0.4663,8.501
11549,chr2L,21798380,21798660,21798530,51.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:21793380-21803660,"CG31612,CG11630,tsh,","-3085,-14517,30064,", CG31612 ,3085,36.3,55.6,69.2,0.93, // ,0.5245,1.9065,17.8024
11550,chr3R,13875600,13875880,13875740,70,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:13870600-13880880,"htl,CG7794,CG7785,","0,-24640,-26327,", htl ,654,8.2,74.2,142.4,4.11, // ,0.0572,17.4767,72.4511
11551,chr3R,19685260,19685540,19685360,51.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:19680260-19690540,"Pli,CG34355,TfIIA-S,","515,-10289,30748,", Pli ,29923,57.1,63.6,57.2,0, -- ,0.9973,1.0027,48.298
11552,chr2R,11536420,11536700,11536560,51.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11531420-11541700,"fus,CG8207,Vha14,","8397,28160,30367,", fus ,16013,117.8,30.2,12,-3.28, \- ,9.8067,0.102,2.4061
11553,chr3L,4816890,4817170,4817030,52.9,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4811890-4822170,"Dhc64C,Aats-leu,CG18808,","0,8827,-9624,", Dhc64C ,8703,123.7,34.4,8.6,-3.83, \\ ,14.4202,0.0693,8.2789
11554,chrX,22368330,22368610,22368390,53.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:22363330-22373610,"CG40485,CG40486,stnB,","-4194,-6478,14164,", CG40485 ,4194,34.8,64.1,69.8,1, /- ,0.499,2.0041,15.7188
11555,chr2R,5871100,5871380,5871350,106.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5866100-5876380,"eve,TER94,CG12134,","-3066,5315,-11055,", eve ,4605,54.8,139.9,128.1,1.22, /\ ,0.4279,2.3371,29.7362
11556,chr3R,2834590,2834870,2834720,51.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2829590-2839870,"Antp,Sodh-1,CG1979,","-9770,43336,45587,", Antp ,9770,37,50.9,74.9,1.01, // ,0.4944,2.0228,3.546
11557,chr2R,6700830,6701110,6700960,51.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6695830-6706110,"CG7222,CG12341,CG12936,","95,-125,-1231,", CG7222 ,95,29.6,53,73.8,1.31, // ,0.4016,2.4899,334.5366
11558,chr3R,16376330,16376610,16376470,51.8,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16371330-16381610,"Stat92E,att-ORFA,CG5180,","0,1640,7181,", Stat92E ,382,17.8,65.7,86.4,2.27, // ,0.2059,4.8576,211.1315
11559,chr2R,3963830,3964110,3963980,51.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:3958830-3969110,"lig,Vps28,slv,","0,2742,4081,", Vps28 ,3560,59.3,60.4,39.5,-0.59, -\ ,1.5017,0.6659,17.8712
11560,chr3L,12847880,12848160,12848030,52.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:12842880-12853160,"Ent3,CG11009,CG32107,","0,-1760,3415,", Ent3 ,1275,72.6,65.7,20.6,-1.81, -\ ,3.5259,0.2836,11.5627
11561,chr3R,1619110,1619390,1619240,53.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1614110-1624390,"CG2046,CG1218,CG10979,","0,-134,1185,", CG2046 ,813,100,50.3,16.6,-2.58, \\ ,6.0295,0.1659,11.7086
11562,chr3R,23727600,23727880,23727750,55.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:23722600-23732880,"CG5017,CG5003,mRpS22,","10418,11740,14880,", CG5017 ,10418,51.9,85.3,29.7,-0.8, /\ ,1.7436,0.5735,3.297
11563,chr2L,10168090,10168370,10168240,60.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10163090-10173370,"CG13137,CG4839,Sur,","4802,-12730,14316,", CG13137 ,4802,123,40.3,18.3,-2.74, \- ,6.719,0.1488,3.1827
11564,chr2L,19229960,19230240,19230110,53,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19224960-19235240,"drl,CG31797,pigeon,","-21495,29416,-40172,", CG31797 ,32023,14.8,66.2,79.5,2.42, // ,0.1864,5.3658,14.5077
11565,chr2L,20775890,20776170,20776020,52.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:20770890-20781170,"cad,dia,Pomp,","0,-8497,11628,", cad ,5127,42.2,66.8,49.2,0.22, /\ ,0.8585,1.1649,10.1569
11566,chrX,6883660,6883940,6883780,59.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:6878660-6888940,"inx7,CG14430,ogre,","1863,-2544,-8049,", CG14430 ,3258,108.9,37.1,36,-1.59, \- ,3.0222,0.3309,6.0386
11567,chrX,15478800,15479080,15478930,58.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:15473800-15484080,"CG8097,CG9220,CG9215,","0,1096,-2025,", CG8097 ,1737,46.7,48.2,83,0.83, -/ ,0.5628,1.777,16.0189
11568,chr2R,2054220,2054500,2054380,59.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2049220-2059500,"EcR,Cyp6w1,CG8343,","0,6820,12844,", EcR ,2209,8.9,70.5,109.3,3.6, // ,0.0814,12.2887,99.8748
11569,chrX,12647880,12648160,12648020,55.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:12642880-12653160,"ade5,CG4004,CG12717,","3754,-4202,6890,", ade5 ,6631,23.7,58.8,85.8,1.85, // ,0.2763,3.619,17.5073
11570,chr2L,864420,864700,864570,52.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:859420-869700,"aru,CG13950,dbe,","0,-2874,4104,", aru ,1291,84.5,58.8,18.9,-2.16, \\ ,4.4744,0.2235,26.556
11571,chr3R,13725530,13725810,13725680,52.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:13720530-13730810,"Rim,CG12347,tinc,","0,6486,-27441,", CG12347 ,6486,97.1,46.1,20,-2.27, \\ ,4.8479,0.2063,5.8202
11572,chrX,5473620,5473900,5473750,67.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:5468620-5478900,"CG4136,CG33980,CG34435,","14555,-19534,33719,", CG4136 ,14555,79.3,60.9,69.2,-0.2, \- ,1.1454,0.8731,26.8586
11573,chr2R,1905280,1905560,1905400,51.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:1900280-1910560,"PNGase,Act42A,dream,","0,-2210,2971,", PNGase ,153,67.4,41.9,46.9,-0.52, \- ,1.4374,0.6957,44.8732
11574,chr3L,1479740,1480020,1479870,75.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:1474740-1485020,"stet,robl62A,CG32319,","0,-1501,-7810,", stet ,939,17,80,131,2.94, // ,0.1301,7.6871,194.1771
11575,chr3L,2154530,2154810,2154660,52.9,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:2149530-2159810,"CG15822,zormin,CG15879,","0,-4571,13110,", zormin ,4571,103.7,39.7,22.3,-2.21, \- ,4.6495,0.2151,8.8435
11576,chr2L,18861550,18861830,18861670,51.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18856550-18866830,"tup,CG10602,mRpL13,","0,-2458,-2480,", CG10602 ,2458,75.6,53.5,28.6,-1.4, \\ ,2.6423,0.3785,9.8837
11577,chr2R,17677340,17677620,17677480,51.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17672340-17682620,"lox2,CG34204,CG18735,","0,6564,8096,", lox2 ,1680,101.5,43.5,13.7,-2.88, \\ ,7.3936,0.1353,6.6462
11578,chr3L,5585990,5586270,5586080,96.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:5580990-5591270,"CG10592,spo,CG5150,","0,-403,2565,", spo ,403,126,107,73.8,-0.77, -\ ,1.7069,0.5859,26.9819
11579,chr3L,20663860,20664140,20664020,51.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:20658860-20669140,"kni,CG13251,CG34260,","21409,-30125,38484,", kni ,24443,23,60.9,72.7,1.66, // ,0.3162,3.163,8.5028
11580,chr3L,22639050,22639330,22639180,54.6,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:22634050-22644330,"CG33766,CG33767,CG33768,","0,226,1106,", CG33767 ,226,42.2,73.1,49.2,0.22, /\ ,0.8585,1.1649,4.8542
11581,chr2R,8484950,8485230,8485100,55.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:8479950-8490230,"Amph,Sin3A,CG30055,","0,-4703,-6884,", Amph ,4013,120.8,27.6,17.7,-2.76, \- ,6.8104,0.1468,19.1355
11582,chr2R,20277830,20278110,20277990,51.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20272830-20283110,"mAcR-60C,slik,CG13578,","-755,1661,-11727,", mAcR-60C ,755,22.2,53.5,90.4,2.02, // ,0.2459,4.0662,43.4642
11583,chr3R,6654970,6655250,6655080,89.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:6649970-6660250,"CG4655,CG4089,Cad86C,","8034,-11866,13431,", CG4655 ,8034,64.5,124,78.9,0.29, /\ ,0.8166,1.2247,13.7517
11584,chr2L,14454320,14454600,14454450,51.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:14449320-14459600,"CG15283,Cpr35B,noc,","-3634,-29319,36411,", CG15283 ,3634,37.8,92.2,46.9,0.31, /\ ,0.8056,1.2414,8.118
11585,chr3L,15028380,15028660,15028520,51.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:15023380-15033660,"CG42333,CG11552,ind,","0,6205,7373,", CG42333 ,1224,52.6,64.7,46.3,-0.18, /\ ,1.1353,0.8808,7.4183
11586,chr2L,831210,831490,831340,52.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:826210-836490,"dock,drongo,CG3862,","0,2243,-5530,", dock ,5377,106.7,37.1,18.9,-2.49, \- ,5.6519,0.1769,13.2346
11587,chr2R,21080130,21080410,21080310,51.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:21075130-21085410,"CG9380,Peb,PebII,","-3950,-16072,-18581,", CG9380 ,3950,40.8,47.7,66.9,0.71, -/ ,0.6089,1.6424,12.3425
11588,chr2L,10003000,10003280,10003140,55.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:9998000-10008280,"CG4747,CG31755,Trp1,","670,-919,6245,", CG4747 ,670,44.5,74.2,50.9,0.2, /\ ,0.8732,1.1452,11.3544
11589,chr2L,19713020,19713530,19713160,51.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19708020-19718530,"Lar,scw,CG10462,","0,-12125,19007,", scw ,12125,95.6,51.9,34.9,-1.45, \- ,2.7391,0.3651,24.7201
11590,chrX,12559130,12559410,12559260,51.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:12554130-12564410,"Tis11,CkIalpha,tomosyn,","0,-7906,-11883,", Tis11 ,5866,36.3,62,62.4,0.78, /- ,0.5823,1.7174,31.3093
11591,chr2R,12933370,12933650,12933510,51.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:12928370-12938650,"CG9640,CG9642,RhoGEF2,","0,839,-1345,", CG9642 ,839,104.5,36.6,16,-2.7, \- ,6.5224,0.1533,10.407
11592,chr2R,15358370,15358650,15358500,58.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:15353370-15363650,"par-1,mei-W68,CG11242,","0,-11471,14498,", par-1 ,3482,67.4,67.8,41.2,-0.71, -\ ,1.637,0.6109,14.0021
11593,chr3L,16481330,16481610,16481540,63,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:16476330-16486610,"CG33158,CG32158,argos,","0,3396,-4739,", argos ,4739,53.3,73.7,66.9,0.33, /- ,0.7971,1.2546,14.3674
11594,chrX,2815370,2815650,2815520,51.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:2810370-2820650,"CG3588,CG14424,CG32793,","0,4561,8308,", CG3588 ,1367,134.9,17.5,4.6,-4.85, \- ,29.4665,0.0339,4.1545
11595,chr2L,13775120,13775400,13775250,55,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:13770120-13780400,"CG9008,CG7364,CG31845,","0,-940,1944,", CG31845 ,1944,113.4,41.3,12.6,-3.16, \\ ,9.0077,0.111,12.7905
11596,chr2R,2517690,2517970,2517810,51.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2512690-2522970,"Vha16,Trap1,CG33919,","0,3341,-5728,", Vha16 ,2076,17.8,82.1,60.6,1.76, /\ ,0.2933,3.4099,50.7645
11597,chr3L,21759070,21759350,21759200,56.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:21754070-21764350,"Syn1,CG7370,CG14564,","0,3714,-8119,", CG7370 ,3714,43.7,72.1,54.3,0.31, /\ ,0.8044,1.2432,21.211
11598,chr2L,1149170,1149450,1149320,57.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1144170-1154450,"CG4749,Tfb4,CG4764,","0,124,1462,", Tfb4 ,1353,115.6,33.4,26.3,-2.13, \- ,4.3925,0.2277,22.7468
11599,chr2R,18360590,18360870,18360710,53,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:18355590-18365870,"CG3701,CG10384,CG4752,","193,-1550,5181,", CG3701 ,4065,88.9,49.8,24,-1.88, \\ ,3.7007,0.2702,5.147
11600,chr3R,15976040,15976350,15976190,51.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:15971040-15981350,"CG5023,Gr92a,CG10887,","18967,-28191,-33385,", CG5023 ,18967,60.8,64.7,38.3,-0.66, -\ ,1.5852,0.6308,4.3642
11601,chr3R,27619650,27619930,27619760,51.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:27614650-27624930,"Acf1,CG2118,faf,","50,-132,-4007,", Acf1 ,50,18.5,72.6,67.5,1.86, /\ ,0.2744,3.6441,164.1438
11602,chrX,17019220,17019500,17019370,51.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:17014220-17024500,"CG5004,mei-218,RpS5a,","0,10647,18249,", mei-218 ,17581,11.1,43.5,101.8,3.18, // ,0.1091,9.1618,152.6817
11603,chrX,17654970,17655250,17655110,51.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:17649970-17660250,"unc-4,CG42270,CG15816,","8305,-9382,-19980,", unc-4 ,8305,11.1,56.2,97.3,3.12, // ,0.1143,8.7501,35.5373
11604,chr2R,12095550,12095830,12095680,53.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:12090550-12100830,"mrj,shark,CG8446,","0,-5292,-8794,", mrj ,1668,12.6,53,105.3,3.05, // ,0.1197,8.3565,17.6079
11605,chr2L,22593250,22593530,22593430,51.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:22588250-22598530,"CG40006,CG40439,CG17494,","0,96820,-114579,", CG40006 ,55651,32.6,66.2,65.2,1, /- ,0.4999,2.0003,15.8185
11606,chrX,2228110,2228390,2228250,51.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:2223110-2233390,"phl,Ilp6,CG33218,","0,-531,-3391,", phl ,257,11.1,63.1,90.4,3.01, // ,0.123,8.1324,50.44
11607,chr3LHet,1309420,1309700,1309560,52.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3LHet:1304420-1314700,"CG40178,CG41283,CG17374,","0,83608,-166198,", CG40178 ,86845,23.7,75.8,58.9,1.31, /\ ,0.4024,2.4851,11.1053
11608,chr3R,8635160,8635440,8635310,93.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8630160-8640440,"CG31345,beat-Va,CG10126,","1756,32629,45949,", CG31345 ,7441,205.2,67.3,10.9,-4.23, \\ ,18.8831,0.053,3.4299
11609,chrX,10440730,10441010,10440880,51.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10435730-10446010,"spri,CG15296,Rab9D,","0,18987,42334,", spri ,117,22.2,51.4,84.7,1.92, // ,0.2625,3.8088,61.0009
11610,chr2L,4845790,4846070,4845940,51.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:4840790-4851070,"CG2950,CG11927,mRpS2,","0,1807,3498,", CG2950 ,824,48.9,62.5,50.3,0.04, /\ ,0.9714,1.0294,20.8337
11611,chr2L,11282820,11283100,11282950,53.9,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:11277820-11288100,"mre11,CG4851,Osi21,","0,-1021,1635,", mre11 ,858,106.7,44,12,-3.14, \\ ,8.8816,0.1126,18.194
11612,chr3L,175150,175430,175260,51.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:170150-180430,"CG7049,p130CAS,CG7047,","0,-736,1047,", CG7049 ,966,71.9,56.7,30.9,-1.22, \\ ,2.3266,0.4298,33.2281
11613,chr2L,3602790,3603070,3602930,51.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:3597790-3608070,"odd,Dot,CG15418,","1291,16260,18159,", odd ,3818,20,57.2,82.4,2.04, // ,0.2429,4.1177,185.6871
11614,chr3R,11090400,11090680,11090540,51.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:11085400-11095680,"Set,Oscp,Su(var)3-9,","0,757,-1344,", Oscp ,757,65.9,54.1,37.2,-0.82, -\ ,1.7735,0.5639,43.7715
11615,chr3R,13692420,13692700,13692550,51.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:13687420-13697700,"tinc,Rim,CG31246,","0,8197,-28628,", tinc ,14812,97.1,37.6,23.5,-2.04, \- ,4.1384,0.2416,16.2116
11616,chrX,2536860,2537140,2536990,51.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:2531860-2542140,"sgg,CG10260,CG13762,","0,-9604,-18382,", sgg ,109,15.6,55.6,91,2.54, // ,0.1711,5.8456,25.5049
11617,chr3L,1517640,1517920,1517810,51.5,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:1512640-1522920,"Psa,cue,CG12090,","0,-572,5601,", Psa ,225,54.1,47.7,52.6,-0.04, -- ,1.0277,0.973,86.098
11618,chr3L,19606860,19607140,19606990,52.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:19601860-19612140,"CG8793,CG9376,CG8798,","0,-401,-1697,", CG9376 ,1352,108.2,35,17.7,-2.6, \- ,6.1001,0.1639,15.4036
11619,chr2L,9970460,9970740,9970600,51.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:9965460-9975740,"RpL13,Dref,CG5850,","-2105,-3145,-6831,", Dref ,3145,34.8,65.7,58.9,0.76, /- ,0.591,1.692,38.6065
11620,chr3R,12735670,12735950,12735800,51.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12730670-12740950,"Abd-B,CG10349,CG14909,","17131,-24968,65139,", Abd-B ,24498,31.9,70,55.5,0.8, /\ ,0.5742,1.7416,3.0235
11621,chr3R,1484750,1485030,1484890,52.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1479750-1490030,"CG2182,CG1109,MED27,","0,1468,-2830,", CG2182 ,158,17.8,68.9,76.1,2.09, // ,0.2337,4.2785,454.12
11622,chr2L,22832360,22832640,22832500,56.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:22827360-22837640,"lt,CG40005,cta,","0,9524,42033,", CG40005 ,10512,107.4,30.7,30.9,-1.79, \- ,3.4779,0.2875,1.914
11623,chrX,700440,700720,700610,88.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:695440-705720,"CG7359,CG42248,CG13358,","0,1639,-1656,", CG7359 ,506,174.9,62.5,35.5,-2.3, \- ,4.9302,0.2028,32.565
11624,chr3L,6565800,6566080,6565940,57.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6560800-6571080,"CG18769,CG32397,ndl,","0,0,21097,", CG18769 ,10027,115.6,37.1,20,-2.52, \- ,5.773,0.1732,4.4596
11625,chr2L,6119140,6119420,6119280,51.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:6114140-6124420,"stai,CG31642,Arc-p20,","0,0,5857,", CG31642 ,769,34.1,82.1,41.2,0.27, /\ ,0.8275,1.2084,13.6056
11626,chr2R,6695720,6696000,6695890,51.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6690720-6701000,"CG12340,CG12935,CG7637,","0,1007,2166,", CG12340 ,540,34.8,57.8,67.5,0.95, // ,0.5159,1.9384,32.3912
11627,chr3R,23019660,23019940,23019750,51.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:23014660-23024940,"Ser,CG34006,spn-D,","-34,22920,-26906,", Ser ,34,5.2,63.1,92.7,4.13, // ,0.056,17.8678,98.9468
11628,chrX,20553760,20554040,20553920,51.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:20548760-20559040,"hydra,run,CG1835,","-5969,11547,-12053,", hydra ,5969,14.1,62,83.5,2.56, // ,0.1686,5.9327,15.4349
11629,chr3L,5827090,5827370,5827250,57.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:5822090-5832370,"vn,mad2,CG5537,","0,-21067,-21922,", vn ,11514,67.4,89.6,18.9,-1.83, /\ ,3.5717,0.28,7.9303
11630,chr3R,22161190,22161470,22161340,51.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:22156190-22166470,"CG33970,CG6036,CG6154,","0,8712,-58568,", CG6036 ,9847,123.7,28.6,6.3,-4.28, \- ,19.6639,0.0509,5.1567
11631,chr3R,16347190,16347470,16347330,51.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16342190-16352470,"CG4288,MtnD,Stat92E,","-9161,13396,14074,", CG4288 ,9161,101.5,35.5,22.3,-2.18, \- ,4.5499,0.2198,9.0412
11632,chr3R,21014600,21014880,21014770,51.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:21009600-21019880,"CG34110,dan,CG13653,","0,0,6511,", dan ,4036,86,39.7,34.3,-1.32, \- ,2.5041,0.3993,29.0214
11633,chr2R,2567750,2568030,2567890,51.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2562750-2573030,"CG9422,Tdc1,CG15909,","0,0,2853,", Tdc1 ,1,28.2,74.2,55.5,0.98, /\ ,0.5074,1.9708,78.2443
11634,chr4,1129070,1129350,1129200,51.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr4:1124070-1134350,"sv,cals,Arf102F,","0,6603,15599,", cals ,14383,63.7,54.6,40.6,-0.65, -\ ,1.5689,0.6374,5.4952
11635,chr2R,1681260,1681540,1681400,51.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:1676260-1686540,"Or42a,Tsp42A,Or42b,","-932,1577,3299,", Or42a ,932,72.6,63.6,29.7,-1.28, -\ ,2.441,0.4097,6.4793
